string1,string2,match
Snapchat,California Institute of Technology,0
Facebook Meta,Facebook Meta,1
Uber Technologies,Uber Technologies,1
Deloitte Consulting,Berkshire Hathaway,0
Wall Street,Wall Street,1
Siemens,Netflix Streaming,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Berkshire Hathaway,PayPal,0
Accenture,Accenture,1
California Institute of Technology,California Institute of Technology,1
Johnson & Johnson,Johnson & Johnson,1
Elon Musk,Google LLC,0
Uber Technologies,Johnson & Johnson,0
Intel Corporation,Intel Corporation,1
Intel Corporation,Adobe Systems,0
Uber Technologies,Uber Technologies,1
Google LLC,Lyft Inc,0
Elon Musk,Elon Musk,1
Tesla Motors,Tesla Motors,1
Cisco Systems,Siemens,0
Spotify,AMD Inc,0
Cisco Systems,PayPal,0
John Smith,Microsoft Corporation,0
Adobe Systems,Adobe Systems,1
Morgan Stanley,Morgan Stanley,1
Johnson & Johnson,Johnson & Johnson,1
Tesla Motors,Tesla Motors,1
Intel Corporation,Intel Corporation,1
Massachusetts Institute of Technology,Samsung Electronics,0
Morgan Stanley,JP Morgan Chase,0
Snapchat,Cisco Systems,0
PayPal,PayPal,1
JP Morgan Chase,JP Morgan Chase,1
Lyft Inc,Lyft Inc,1
Apple Inc,Apple Inc,1
Space Exploration Technologies,Boston Dynamics,0
Intel Corporation,Intel Corporation,1
Spotify,Spotify,1
Raytheon Technologies,Raytheon Technologies,1
Blue Origin,Blue Origin,1
Tesla Motors,Tesla Motors,1
New York City,Raytheon Technologies,0
Citibank,PayPal,0
International Business Machines,International Business Machines,1
Massachusetts Institute of Technology,Cisco Systems,0
Lyft Inc,Lyft Inc,1
Siemens,SpaceX,0
AMD Inc,Uber Technologies,0
Siemens,Siemens,1
Adobe Systems,Adobe Systems,1
Deloitte Consulting,Intel Corporation,0
Accenture,Accenture,1
Twitter,John Smith,0
Lockheed Martin,Lockheed Martin,1
Johnson & Johnson,International Business Machines,0
YouTube Videos,Moderna Inc,0
AMD Inc,Deloitte Consulting,0
Space Exploration Technologies,Space Exploration Technologies,1
Citibank,Intel Corporation,0
Deloitte Consulting,McKinsey & Company,0
Netflix Streaming,Netflix Streaming,1
Goldman Sachs,Goldman Sachs,1
Cisco Systems,Oracle Corporation,0
Goldman Sachs,Goldman Sachs,1
Uber Technologies,Uber Technologies,1
NASA,New York City,0
Morgan Stanley,Morgan Stanley,1
Lockheed Martin,Netflix Streaming,0
California Institute of Technology,JP Morgan Chase,0
Citibank,Boston Consulting Group,0
Deloitte Consulting,Cisco Systems,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Siemens,SpaceX,0
California Institute of Technology,AMD Inc,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
McKinsey & Company,Facebook Meta,0
YouTube Videos,YouTube Videos,1
SpaceX,Samsung Electronics,0
Lockheed Martin,Lockheed Martin,1
Lockheed Martin,Lockheed Martin,1
Siemens,Siemens,1
Twitter,Raytheon Technologies,0
Wall Street,Johnson & Johnson,0
AMD Inc,Berkshire Hathaway,0
Boston Dynamics,NASA,0
Intel Corporation,Intel Corporation,1
McKinsey & Company,McKinsey & Company,1
International Business Machines,Microsoft Corporation,0
Amazon.com,Apple Inc,0
New York City,New York City,1
Lyft Inc,Snapchat,0
YouTube Videos,YouTube Videos,1
Tesla Motors,Tesla Motors,1
Facebook Meta,JP Morgan Chase,0
NASA,Netflix Streaming,0
Lyft Inc,Snapchat,0
Tesla Energy,Johnson & Johnson,0
SpaceX,Microsoft Corporation,0
Berkshire Hathaway,Wall Street,0
Johnson & Johnson,Uber Technologies,0
California Institute of Technology,Wall Street,0
Berkshire Hathaway,Berkshire Hathaway,1
Space Exploration Technologies,Space Exploration Technologies,1
Lyft Inc,Google LLC,0
Boeing,Boeing,1
Citibank,Space Exploration Technologies,0
Morgan Stanley,YouTube Videos,0
Lockheed Martin,Goldman Sachs,0
Lockheed Martin,Samsung Electronics,0
General Electric,General Electric,1
Berkshire Hathaway,Berkshire Hathaway,1
Morgan Stanley,Snapchat,0
Wall Street,Boeing,0
General Electric,General Electric,1
NASA,NASA,1
Oracle Corporation,Johnson & Johnson,0
Johnson & Johnson,Boston Dynamics,0
Harvard University,Cisco Systems,0
Uber Technologies,Deloitte Consulting,0
New York City,Airbnb,0
Intel Corporation,Intel Corporation,1
Raytheon Technologies,Snapchat,0
Jane Doe,Jane Doe,1
Lockheed Martin,Blue Origin,0
Facebook Meta,Amazon.com,0
Deloitte Consulting,Pfizer Pharmaceuticals,0
Boeing,Deloitte Consulting,0
Twitter,NASA,0
Elon Musk,NASA,0
Netflix Streaming,Morgan Stanley,0
Johnson & Johnson,Johnson & Johnson,1
AMD Inc,Amazon.com,0
Boeing,Boeing,1
Microsoft Corporation,Microsoft Corporation,1
Adobe Systems,Accenture,0
Deloitte Consulting,YouTube Videos,0
NASA,Spotify,0
John Smith,John Smith,1
Elon Musk,Elon Musk,1
Snapchat,General Electric,0
Tesla Motors,Cisco Systems,0
Tesla Energy,Tesla Energy,1
General Electric,Boston Consulting Group,0
General Electric,Accenture,0
Raytheon Technologies,Raytheon Technologies,1
Boston Consulting Group,General Electric,0
Samsung Electronics,Apple Inc,0
International Business Machines,International Business Machines,1
New York City,General Electric,0
Deloitte Consulting,Deloitte Consulting,1
Berkshire Hathaway,Berkshire Hathaway,1
Deloitte Consulting,Uber Technologies,0
Pfizer Pharmaceuticals,Spotify,0
NASA,PayPal,0
Deloitte Consulting,Deloitte Consulting,1
Goldman Sachs,Goldman Sachs,1
Johnson & Johnson,Johnson & Johnson,1
Deloitte Consulting,Harvard University,0
Citibank,Boeing,0
Samsung Electronics,International Business Machines,0
Uber Technologies,Microsoft Corporation,0
New York City,Lockheed Martin,0
Moderna Inc,Moderna Inc,1
Boeing,Boeing,1
Lockheed Martin,Wall Street,0
Wall Street,General Electric,0
Moderna Inc,Moderna Inc,1
JP Morgan Chase,Cisco Systems,0
Tesla Motors,Tesla Motors,1
Tesla Energy,Tesla Energy,1
Samsung Electronics,Samsung Electronics,1
YouTube Videos,Google LLC,0
Siemens,Siemens,1
NASA,NASA,1
Amazon.com,Amazon.com,1
Twitter,Twitter,1
John Smith,John Smith,1
Boeing,Boeing,1
Facebook Meta,Tesla Motors,0
Snapchat,International Business Machines,0
Airbnb,Raytheon Technologies,0
Harvard University,Harvard University,1
PayPal,PayPal,1
Harvard University,General Electric,0
JP Morgan Chase,General Electric,0
Goldman Sachs,Goldman Sachs,1
McKinsey & Company,Cisco Systems,0
Moderna Inc,Moderna Inc,1
Space Exploration Technologies,Space Exploration Technologies,1
Amazon.com,Apple Inc,0
Lockheed Martin,Lockheed Martin,1
Citibank,Citibank,1
Microsoft Corporation,Pfizer Pharmaceuticals,0
Boston Consulting Group,Deloitte Consulting,0
Cisco Systems,Cisco Systems,1
Apple Inc,Goldman Sachs,0
Massachusetts Institute of Technology,PayPal,0
Tesla Energy,Citibank,0
Raytheon Technologies,YouTube Videos,0
Lockheed Martin,Massachusetts Institute of Technology,0
Netflix Streaming,Netflix Streaming,1
AMD Inc,John Smith,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Accenture,Accenture,1
Uber Technologies,Uber Technologies,1
Google LLC,California Institute of Technology,0
Space Exploration Technologies,Space Exploration Technologies,1
Tesla Motors,International Business Machines,0
Cisco Systems,Cisco Systems,1
Accenture,Accenture,1
Airbnb,Airbnb,1
Moderna Inc,Moderna Inc,1
Tesla Motors,Tesla Motors,1
New York City,New York City,1
Berkshire Hathaway,Citibank,0
John Smith,John Smith,1
AMD Inc,AMD Inc,1
Netflix Streaming,Blue Origin,0
Snapchat,PayPal,0
NASA,Boston Dynamics,0
Apple Inc,Jane Doe,0
Tesla Motors,Tesla Motors,1
Boeing,Boeing,1
Elon Musk,Lyft Inc,0
Apple Inc,Apple Inc,1
Harvard University,Harvard University,1
Lyft Inc,Lyft Inc,1
Elon Musk,Elon Musk,1
Cisco Systems,Netflix Streaming,0
AMD Inc,Oracle Corporation,0
John Smith,Harvard University,0
Pfizer Pharmaceuticals,Cisco Systems,0
General Electric,Wall Street,0
Samsung Electronics,Pfizer Pharmaceuticals,0
Lockheed Martin,Lockheed Martin,1
Amazon.com,Amazon.com,1
Morgan Stanley,Samsung Electronics,0
California Institute of Technology,Lyft Inc,0
Goldman Sachs,Goldman Sachs,1
Deloitte Consulting,Boston Consulting Group,0
Harvard University,Intel Corporation,0
General Electric,Siemens,0
Lockheed Martin,Lockheed Martin,1
Moderna Inc,Airbnb,0
Deloitte Consulting,Lyft Inc,0
Pfizer Pharmaceuticals,Adobe Systems,0
Lockheed Martin,AMD Inc,0
Pfizer Pharmaceuticals,NASA,0
Adobe Systems,Adobe Systems,1
Citibank,Citibank,1
Google LLC,Uber Technologies,0
Intel Corporation,Accenture,0
McKinsey & Company,McKinsey & Company,1
Siemens,Citibank,0
Lockheed Martin,Lockheed Martin,1
Twitter,Twitter,1
Morgan Stanley,Morgan Stanley,1
Samsung Electronics,Samsung Electronics,1
NASA,NASA,1
Boston Consulting Group,Boston Consulting Group,1
Twitter,International Business Machines,0
Twitter,Twitter,1
SpaceX,SpaceX,1
Citibank,Citibank,1
Lyft Inc,Lyft Inc,1
Harvard University,Harvard University,1
JP Morgan Chase,JP Morgan Chase,1
Snapchat,Uber Technologies,0
Intel Corporation,Intel Corporation,1
AMD Inc,AMD Inc,1
Tesla Motors,Tesla Motors,1
Elon Musk,Intel Corporation,0
Wall Street,Wall Street,1
Tesla Motors,Massachusetts Institute of Technology,0
Snapchat,Snapchat,1
Snapchat,Harvard University,0
Blue Origin,Apple Inc,0
AMD Inc,Amazon.com,0
Samsung Electronics,Samsung Electronics,1
California Institute of Technology,California Institute of Technology,1
International Business Machines,Citibank,0
PayPal,PayPal,1
Apple Inc,Apple Inc,1
Tesla Motors,Tesla Motors,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Blue Origin,Facebook Meta,0
Cisco Systems,Cisco Systems,1
McKinsey & Company,Boeing,0
International Business Machines,YouTube Videos,0
Accenture,Accenture,1
Pfizer Pharmaceuticals,Citibank,0
Cisco Systems,Cisco Systems,1
Space Exploration Technologies,Blue Origin,0
Johnson & Johnson,Airbnb,0
JP Morgan Chase,JP Morgan Chase,1
AMD Inc,Boston Consulting Group,0
Deloitte Consulting,Deloitte Consulting,1
Boston Dynamics,Boston Dynamics,1
McKinsey & Company,Berkshire Hathaway,0
Boeing,Boeing,1
Deloitte Consulting,Twitter,0
Oracle Corporation,Oracle Corporation,1
Samsung Electronics,Samsung Electronics,1
Lockheed Martin,Lockheed Martin,1
Boston Dynamics,Google LLC,0
Snapchat,Johnson & Johnson,0
Goldman Sachs,Goldman Sachs,1
Pfizer Pharmaceuticals,AMD Inc,0
Johnson & Johnson,Johnson & Johnson,1
Johnson & Johnson,Johnson & Johnson,1
Google LLC,Moderna Inc,0
Google LLC,General Electric,0
NASA,NASA,1
International Business Machines,International Business Machines,1
Intel Corporation,Intel Corporation,1
Citibank,Citibank,1
New York City,New York City,1
Oracle Corporation,Deloitte Consulting,0
Johnson & Johnson,Johnson & Johnson,1
Moderna Inc,Intel Corporation,0
Netflix Streaming,Harvard University,0
Amazon.com,AMD Inc,0
Boeing,Raytheon Technologies,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Boston Dynamics,Boston Dynamics,1
Siemens,Space Exploration Technologies,0
Moderna Inc,General Electric,0
Snapchat,Amazon.com,0
Uber Technologies,Uber Technologies,1
Johnson & Johnson,Johnson & Johnson,1
Spotify,Elon Musk,0
Morgan Stanley,Morgan Stanley,1
Netflix Streaming,Netflix Streaming,1
Airbnb,Pfizer Pharmaceuticals,0
Tesla Motors,Tesla Motors,1
New York City,Blue Origin,0
Google LLC,Lockheed Martin,0
Siemens,Airbnb,0
SpaceX,Lyft Inc,0
Accenture,Johnson & Johnson,0
Elon Musk,AMD Inc,0
Johnson & Johnson,Johnson & Johnson,1
Intel Corporation,Intel Corporation,1
Intel Corporation,McKinsey & Company,0
Tesla Energy,Microsoft Corporation,0
Lyft Inc,Deloitte Consulting,0
Boston Dynamics,Apple Inc,0
International Business Machines,International Business Machines,1
Tesla Energy,Tesla Energy,1
General Electric,Snapchat,0
Massachusetts Institute of Technology,Deloitte Consulting,0
Harvard University,Harvard University,1
YouTube Videos,YouTube Videos,1
Boston Dynamics,Lockheed Martin,0
AMD Inc,Tesla Motors,0
Citibank,Citibank,1
Tesla Energy,Tesla Energy,1
AMD Inc,Johnson & Johnson,0
Lyft Inc,Raytheon Technologies,0
Amazon.com,McKinsey & Company,0
Lockheed Martin,Adobe Systems,0
Boston Consulting Group,Facebook Meta,0
Cisco Systems,Netflix Streaming,0
Snapchat,Snapchat,1
Netflix Streaming,Netflix Streaming,1
Blue Origin,Intel Corporation,0
Airbnb,Spotify,0
Lockheed Martin,Lockheed Martin,1
YouTube Videos,Jane Doe,0
Elon Musk,Lockheed Martin,0
SpaceX,Deloitte Consulting,0
Space Exploration Technologies,Space Exploration Technologies,1
Citibank,Morgan Stanley,0
AMD Inc,Google LLC,0
Jane Doe,Jane Doe,1
Lyft Inc,McKinsey & Company,0
NASA,NASA,1
John Smith,Jane Doe,0
Moderna Inc,Moderna Inc,1
Netflix Streaming,Netflix Streaming,1
Twitter,Twitter,1
SpaceX,Microsoft Corporation,0
NASA,Pfizer Pharmaceuticals,0
Tesla Motors,AMD Inc,0
Moderna Inc,Lockheed Martin,0
Wall Street,AMD Inc,0
Uber Technologies,Uber Technologies,1
JP Morgan Chase,Snapchat,0
Berkshire Hathaway,Tesla Energy,0
Moderna Inc,Moderna Inc,1
Apple Inc,Elon Musk,0
Oracle Corporation,General Electric,0
Blue Origin,Adobe Systems,0
Adobe Systems,Tesla Motors,0
Snapchat,McKinsey & Company,0
Siemens,Airbnb,0
JP Morgan Chase,JP Morgan Chase,1
Google LLC,Moderna Inc,0
Microsoft Corporation,Jane Doe,0
McKinsey & Company,McKinsey & Company,1
International Business Machines,Massachusetts Institute of Technology,0
Lyft Inc,Lyft Inc,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Snapchat,Snapchat,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Accenture,NASA,0
Boston Consulting Group,Spotify,0
Raytheon Technologies,International Business Machines,0
Microsoft Corporation,NASA,0
Google LLC,Google LLC,1
Twitter,Twitter,1
Berkshire Hathaway,Twitter,0
Accenture,Facebook Meta,0
Uber Technologies,NASA,0
Lyft Inc,Moderna Inc,0
John Smith,NASA,0
Boston Consulting Group,McKinsey & Company,0
Oracle Corporation,Elon Musk,0
Airbnb,Goldman Sachs,0
Harvard University,Harvard University,1
Samsung Electronics,Airbnb,0
Uber Technologies,Uber Technologies,1
Berkshire Hathaway,Accenture,0
Adobe Systems,Space Exploration Technologies,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Uber Technologies,Uber Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
JP Morgan Chase,JP Morgan Chase,1
Citibank,Citibank,1
AMD Inc,Samsung Electronics,0
New York City,Apple Inc,0
Wall Street,Apple Inc,0
Blue Origin,Deloitte Consulting,0
Berkshire Hathaway,Berkshire Hathaway,1
YouTube Videos,Siemens,0
Boston Dynamics,Boston Dynamics,1
Google LLC,Snapchat,0
Johnson & Johnson,Johnson & Johnson,1
International Business Machines,AMD Inc,0
Harvard University,Harvard University,1
McKinsey & Company,Boston Dynamics,0
Berkshire Hathaway,Deloitte Consulting,0
Boston Consulting Group,Boston Consulting Group,1
Deloitte Consulting,Deloitte Consulting,1
Twitter,Lyft Inc,0
Apple Inc,Apple Inc,1
SpaceX,General Electric,0
Spotify,Spotify,1
Spotify,Spotify,1
Spotify,Facebook Meta,0
JP Morgan Chase,JP Morgan Chase,1
SpaceX,Citibank,0
Moderna Inc,Moderna Inc,1
Facebook Meta,Berkshire Hathaway,0
Morgan Stanley,Moderna Inc,0
Tesla Motors,Tesla Motors,1
SpaceX,Intel Corporation,0
PayPal,PayPal,1
Siemens,Siemens,1
JP Morgan Chase,JP Morgan Chase,1
Spotify,Wall Street,0
New York City,New York City,1
John Smith,Amazon.com,0
Amazon.com,Boston Dynamics,0
Lyft Inc,Google LLC,0
Spotify,Spotify,1
Accenture,Accenture,1
Blue Origin,Blue Origin,1
California Institute of Technology,Amazon.com,0
YouTube Videos,Citibank,0
Facebook Meta,Google LLC,0
Boston Consulting Group,Accenture,0
Google LLC,Samsung Electronics,0
Deloitte Consulting,Raytheon Technologies,0
Airbnb,NASA,0
NASA,NASA,1
Facebook Meta,Tesla Motors,0
YouTube Videos,Google LLC,0
Wall Street,Wall Street,1
Pfizer Pharmaceuticals,Microsoft Corporation,0
Berkshire Hathaway,Citibank,0
Uber Technologies,JP Morgan Chase,0
Oracle Corporation,Oracle Corporation,1
Boston Dynamics,Adobe Systems,0
AMD Inc,Citibank,0
International Business Machines,Citibank,0
Boston Dynamics,Cisco Systems,0
Amazon.com,Pfizer Pharmaceuticals,0
Blue Origin,Blue Origin,1
International Business Machines,Amazon.com,0
Moderna Inc,Moderna Inc,1
Uber Technologies,Harvard University,0
Goldman Sachs,Accenture,0
International Business Machines,Samsung Electronics,0
Boston Consulting Group,Boston Consulting Group,1
Facebook Meta,Facebook Meta,1
Raytheon Technologies,Raytheon Technologies,1
Blue Origin,Intel Corporation,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
JP Morgan Chase,JP Morgan Chase,1
Netflix Streaming,Snapchat,0
Amazon.com,Amazon.com,1
Moderna Inc,Moderna Inc,1
Cisco Systems,Cisco Systems,1
Cisco Systems,Cisco Systems,1
Google LLC,Google LLC,1
Twitter,Twitter,1
YouTube Videos,Uber Technologies,0
Johnson & Johnson,PayPal,0
Boston Dynamics,Boston Dynamics,1
JP Morgan Chase,JP Morgan Chase,1
Harvard University,Johnson & Johnson,0
Airbnb,Airbnb,1
Spotify,Spotify,1
Morgan Stanley,International Business Machines,0
Citibank,Citibank,1
Amazon.com,Amazon.com,1
Elon Musk,Elon Musk,1
Oracle Corporation,Oracle Corporation,1
Oracle Corporation,Oracle Corporation,1
Morgan Stanley,Morgan Stanley,1
Airbnb,Spotify,0
Twitter,Lyft Inc,0
Citibank,Citibank,1
Boeing,NASA,0
JP Morgan Chase,Airbnb,0
NASA,Intel Corporation,0
Google LLC,Google LLC,1
Lockheed Martin,Lockheed Martin,1
Samsung Electronics,Berkshire Hathaway,0
Cisco Systems,Cisco Systems,1
International Business Machines,Google LLC,0
Airbnb,California Institute of Technology,0
Blue Origin,NASA,0
Adobe Systems,McKinsey & Company,0
Goldman Sachs,Deloitte Consulting,0
Morgan Stanley,Morgan Stanley,1
Microsoft Corporation,Microsoft Corporation,1
Tesla Motors,Intel Corporation,0
Twitter,Twitter,1
AMD Inc,Airbnb,0
Massachusetts Institute of Technology,Johnson & Johnson,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Boston Dynamics,Deloitte Consulting,0
Tesla Motors,Tesla Motors,1
Raytheon Technologies,Spotify,0
Samsung Electronics,NASA,0
NASA,Siemens,0
Citibank,Citibank,1
Snapchat,Snapchat,1
Snapchat,Tesla Energy,0
Tesla Motors,Jane Doe,0
Tesla Motors,Tesla Motors,1
Adobe Systems,New York City,0
Intel Corporation,Intel Corporation,1
Goldman Sachs,Goldman Sachs,1
YouTube Videos,Space Exploration Technologies,0
AMD Inc,YouTube Videos,0
Samsung Electronics,YouTube Videos,0
Space Exploration Technologies,Space Exploration Technologies,1
Pfizer Pharmaceuticals,Tesla Motors,0
Apple Inc,YouTube Videos,0
Amazon.com,Elon Musk,0
Twitter,Spotify,0
JP Morgan Chase,JP Morgan Chase,1
Citibank,Goldman Sachs,0
John Smith,John Smith,1
Oracle Corporation,Oracle Corporation,1
Uber Technologies,Uber Technologies,1
Moderna Inc,Google LLC,0
Jane Doe,Johnson & Johnson,0
Deloitte Consulting,Deloitte Consulting,1
Microsoft Corporation,Boston Dynamics,0
Boeing,Boeing,1
Netflix Streaming,Netflix Streaming,1
Boston Consulting Group,Boston Consulting Group,1
Jane Doe,Jane Doe,1
Space Exploration Technologies,Space Exploration Technologies,1
Jane Doe,Jane Doe,1
International Business Machines,Blue Origin,0
Elon Musk,General Electric,0
General Electric,Cisco Systems,0
Facebook Meta,Facebook Meta,1
Boston Dynamics,Boston Dynamics,1
JP Morgan Chase,JP Morgan Chase,1
Airbnb,Airbnb,1
Intel Corporation,Intel Corporation,1
Amazon.com,Harvard University,0
Apple Inc,Apple Inc,1
Boston Dynamics,Boston Consulting Group,0
McKinsey & Company,AMD Inc,0
Moderna Inc,Intel Corporation,0
Pfizer Pharmaceuticals,Microsoft Corporation,0
Airbnb,Airbnb,1
Intel Corporation,Snapchat,0
International Business Machines,Boston Dynamics,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Tesla Energy,Spotify,0
Netflix Streaming,Netflix Streaming,1
SpaceX,Google LLC,0
Google LLC,California Institute of Technology,0
JP Morgan Chase,JP Morgan Chase,1
Lyft Inc,Lyft Inc,1
Pfizer Pharmaceuticals,John Smith,0
Harvard University,Harvard University,1
Uber Technologies,Uber Technologies,1
California Institute of Technology,California Institute of Technology,1
Boeing,Snapchat,0
Lyft Inc,Goldman Sachs,0
Berkshire Hathaway,Intel Corporation,0
YouTube Videos,YouTube Videos,1
California Institute of Technology,California Institute of Technology,1
Tesla Motors,Deloitte Consulting,0
Cisco Systems,Cisco Systems,1
Citibank,Accenture,0
Cisco Systems,Lyft Inc,0
Siemens,Siemens,1
Massachusetts Institute of Technology,Moderna Inc,0
Netflix Streaming,Netflix Streaming,1
Johnson & Johnson,Johnson & Johnson,1
Morgan Stanley,Johnson & Johnson,0
Siemens,Intel Corporation,0
Spotify,Boston Dynamics,0
Cisco Systems,NASA,0
Citibank,Citibank,1
Intel Corporation,Siemens,0
Lockheed Martin,Siemens,0
Tesla Energy,Tesla Energy,1
Raytheon Technologies,Raytheon Technologies,1
YouTube Videos,YouTube Videos,1
Boston Dynamics,Uber Technologies,0
AMD Inc,AMD Inc,1
Boeing,John Smith,0
NASA,Uber Technologies,0
NASA,McKinsey & Company,0
Johnson & Johnson,Johnson & Johnson,1
Johnson & Johnson,Massachusetts Institute of Technology,0
Morgan Stanley,Morgan Stanley,1
Elon Musk,Netflix Streaming,0
Pfizer Pharmaceuticals,International Business Machines,0
Adobe Systems,Adobe Systems,1
Apple Inc,John Smith,0
Deloitte Consulting,Deloitte Consulting,1
Blue Origin,General Electric,0
International Business Machines,Raytheon Technologies,0
Jane Doe,NASA,0
Cisco Systems,Cisco Systems,1
Uber Technologies,Uber Technologies,1
Spotify,Elon Musk,0
Elon Musk,Elon Musk,1
Moderna Inc,PayPal,0
Space Exploration Technologies,Jane Doe,0
Intel Corporation,Pfizer Pharmaceuticals,0
Raytheon Technologies,Blue Origin,0
Uber Technologies,Uber Technologies,1
JP Morgan Chase,JP Morgan Chase,1
Boston Consulting Group,Boston Consulting Group,1
Siemens,Siemens,1
Blue Origin,Twitter,0
Twitter,Facebook Meta,0
Cisco Systems,Apple Inc,0
Oracle Corporation,Oracle Corporation,1
McKinsey & Company,McKinsey & Company,1
Samsung Electronics,Samsung Electronics,1
Johnson & Johnson,Tesla Motors,0
Citibank,Siemens,0
Netflix Streaming,Netflix Streaming,1
Raytheon Technologies,Wall Street,0
NASA,NASA,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Boston Consulting Group,Boston Consulting Group,1
Johnson & Johnson,Johnson & Johnson,1
Goldman Sachs,Goldman Sachs,1
Moderna Inc,Moderna Inc,1
SpaceX,SpaceX,1
Google LLC,Google LLC,1
Deloitte Consulting,Deloitte Consulting,1
General Electric,Uber Technologies,0
Samsung Electronics,Raytheon Technologies,0
Cisco Systems,Cisco Systems,1
Morgan Stanley,Uber Technologies,0
Spotify,Harvard University,0
Spotify,General Electric,0
Airbnb,International Business Machines,0
Morgan Stanley,Morgan Stanley,1
AMD Inc,General Electric,0
Oracle Corporation,Oracle Corporation,1
Microsoft Corporation,Citibank,0
Spotify,Spotify,1
John Smith,SpaceX,0
Accenture,Accenture,1
Berkshire Hathaway,Berkshire Hathaway,1
Wall Street,California Institute of Technology,0
JP Morgan Chase,JP Morgan Chase,1
Netflix Streaming,Netflix Streaming,1
AMD Inc,AMD Inc,1
Tesla Energy,Tesla Energy,1
Morgan Stanley,Moderna Inc,0
Oracle Corporation,Oracle Corporation,1
California Institute of Technology,New York City,0
Tesla Motors,Harvard University,0
Adobe Systems,General Electric,0
Goldman Sachs,Siemens,0
Deloitte Consulting,Deloitte Consulting,1
Berkshire Hathaway,Berkshire Hathaway,1
NASA,NASA,1
Snapchat,Blue Origin,0
Harvard University,Harvard University,1
Jane Doe,Harvard University,0
Lyft Inc,Lyft Inc,1
Twitter,Spotify,0
Johnson & Johnson,Morgan Stanley,0
Boeing,General Electric,0
Apple Inc,Apple Inc,1
Boston Dynamics,Boston Dynamics,1
Raytheon Technologies,Cisco Systems,0
Google LLC,Boston Dynamics,0
Deloitte Consulting,Deloitte Consulting,1
Uber Technologies,Uber Technologies,1
YouTube Videos,Cisco Systems,0
Uber Technologies,Uber Technologies,1
Netflix Streaming,Netflix Streaming,1
Harvard University,Harvard University,1
Berkshire Hathaway,Blue Origin,0
Boston Dynamics,Boston Dynamics,1
PayPal,PayPal,1
Elon Musk,Elon Musk,1
Pfizer Pharmaceuticals,Boeing,0
PayPal,Samsung Electronics,0
New York City,New York City,1
Wall Street,Microsoft Corporation,0
Elon Musk,Elon Musk,1
Harvard University,AMD Inc,0
International Business Machines,Uber Technologies,0
JP Morgan Chase,JP Morgan Chase,1
Massachusetts Institute of Technology,California Institute of Technology,0
PayPal,Amazon.com,0
Pfizer Pharmaceuticals,SpaceX,0
Intel Corporation,Intel Corporation,1
Adobe Systems,Adobe Systems,1
Spotify,Tesla Motors,0
Citibank,Citibank,1
Microsoft Corporation,Elon Musk,0
Amazon.com,Amazon.com,1
Twitter,Twitter,1
Jane Doe,Jane Doe,1
Harvard University,Harvard University,1
Google LLC,Google LLC,1
Amazon.com,Amazon.com,1
Blue Origin,Blue Origin,1
Siemens,Siemens,1
YouTube Videos,YouTube Videos,1
PayPal,Boeing,0
John Smith,John Smith,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Accenture,Apple Inc,0
Samsung Electronics,Massachusetts Institute of Technology,0
Netflix Streaming,Netflix Streaming,1
JP Morgan Chase,JP Morgan Chase,1
Morgan Stanley,Morgan Stanley,1
Facebook Meta,Microsoft Corporation,0
Morgan Stanley,Morgan Stanley,1
AMD Inc,Twitter,0
Goldman Sachs,Goldman Sachs,1
Tesla Energy,Tesla Motors,0
Tesla Motors,Tesla Motors,1
PayPal,McKinsey & Company,0
Berkshire Hathaway,Cisco Systems,0
Elon Musk,Elon Musk,1
Wall Street,Wall Street,1
California Institute of Technology,California Institute of Technology,1
Goldman Sachs,Goldman Sachs,1
New York City,Lyft Inc,0
Airbnb,Airbnb,1
Google LLC,Google LLC,1
Google LLC,Google LLC,1
YouTube Videos,YouTube Videos,1
Apple Inc,John Smith,0
Siemens,Boeing,0
General Electric,General Electric,1
Siemens,Siemens,1
NASA,NASA,1
Wall Street,Wall Street,1
Elon Musk,Berkshire Hathaway,0
Accenture,Microsoft Corporation,0
General Electric,General Electric,1
Jane Doe,Berkshire Hathaway,0
Boston Dynamics,Boston Dynamics,1
Berkshire Hathaway,California Institute of Technology,0
JP Morgan Chase,Siemens,0
Harvard University,Harvard University,1
Accenture,New York City,0
Apple Inc,Apple Inc,1
Uber Technologies,Cisco Systems,0
Morgan Stanley,Spotify,0
Samsung Electronics,Samsung Electronics,1
Moderna Inc,California Institute of Technology,0
